score,gross,genre,votes
5.2,63523283,Action,96000
6.1,559852396,Animation,168000
7.2,245724603,Animation,245000
7.2,17039814,Drama,172000
7.5,147332697,Action,495000
7,299268508,Action,306000
6.8,209838559,Comedy,428000
6.9,483866518,Animation,212000
7.6,33750478,Drama,143000
7.5,543848418,Action,429000
5.7,132274484,Action,105000
5.3,408680,Drama,32000
6.2,152930623,Action,137000
7,97984015,Adventure,240000
7.1,120081841,Comedy,138000
7.5,481800873,Action,504000
5.5,28013733,Adventure,99000
7.3,86752352,Crime,221000
6.4,71508440,Action,97000
6.1,75055070,Comedy,65000
5.1,82087155,Action,78000
8.3,22926076,Drama,227000
7.5,185770310,Drama,310000
7,127869379,Romance,248000
6.1,285984,Comedy,25000
6.8,58409247,Drama,171000
6.2,3143514,Drama,15000
6.7,4633668,Crime,75000
7.3,34710627,Drama,83000
7.1,1188194,Biography,47000
7.2,177584879,Action,150000
6.3,75450437,Comedy,172000
7.6,9148519,Action,195000
7.1,19504039,Drama,121000
6.9,4778439,Drama,50000
6.8,63782078,Action,193000
7.6,41097853,Comedy,320000
7.3,177243185,Comedy,235000
7.3,373993951,Animation,221000
4.9,64626786,Action,59000
5.8,157887643,Action,109000
6.1,149878437,Action,230000
5.9,63543328,Comedy,47000
6.6,26895481,Horror,92000
8.2,5192743,Comedy,71000
6.7,1680778,Adventure,38000
6.2,31505287,Horror,124000
5.4,40909909,Action,96000
3.3,149673788,Comedy,80000
5.2,169852759,Comedy,59000
6.4,586764305,Comedy,472000
5.8,86157237,Comedy,121000
7.3,136836272,Comedy,92000
6.8,79781695,Action,244000
5.7,34942188,Comedy,69000
6.3,7550073,Comedy,52000
6.6,76130093,Action,154000
4.3,132563930,Action,113000
5.7,211819354,Action,176000
5.8,227817248,Action,157000
6.4,57084522,Action,126000
4,41363927,Horror,25000
6.5,84920539,Biography,124000
6,39984400,Drama,64000
5.8,34513760,Action,85000
6.4,30519436,Biography,100000
7.1,165184237,Adventure,89000
5.4,563749323,Animation,86000
7.1,76338111,Drama,218000
6.4,41002607,Comedy,101000
7,47120948,Biography,47000
7.9,133432856,Comedy,234000
6.9,117094902,Drama,113000
7.6,1470679,Drama,21000
6.6,1349387,Biography,18000
5.9,65100369,Comedy,59000
3.8,170323,Horror,37000
5.7,78309505,Action,117000
6.3,160078586,Action,123000
6.7,88823111,Comedy,80000
3.2,2530394,Comedy,12000
6.5,72526996,Animation,28000
6.4,450275,Action,38000
7.2,30722632,Comedy,122000
6.7,6206022,Action,102000
7.3,19561904,Comedy,83000
6.3,22939027,Comedy,82000
7.1,5728213,Biography,61000
6.9,1938783,Drama,93000
7.1,933352,Drama,58000
6.7,3852409,Drama,60000
6.1,30426096,Comedy,74000
7.7,1688710,Drama,79000
5.9,193967670,Animation,53000
6.6,554987477,Animation,148000
5.6,43202283,Drama,76000
6.6,1892130,Drama,57000
6.9,35057696,Biography,85000
6.7,11928909,Adventure,33000
6.2,175706,Comedy,21000
6.8,10173061,Biography,58000
5.4,91627228,Action,91000
5.3,16527747,Drama,22000
7.2,49871429,Animation,23000
6.1,748453,Action,45000
6.2,37989684,Action,67000
6.2,30134958,Comedy,100000
3.5,85564310,Animation,24000
5.8,145676,Drama,36000
5.5,90260376,Fantasy,109000
4.8,40492652,Drama,37000
6.8,34564651,Comedy,63000
5.8,39782683,Adventure,42000
6,96560591,Drama,93000
5.7,142044638,Comedy,83000
6.6,424088,Drama,21000
6.3,2042203,Drama,12000
6.8,6985158,Comedy,85000
6.9,55247881,Adventure,99000
4.3,342695435,Animation,33000
6.7,1389920,Drama,6500
6.4,25804448,Comedy,85000
7.6,1192003,Drama,29000
6.2,4396975,Drama,16000
5.9,108609310,Action,54000
6.2,8179416,Comedy,43000
7.5,18962444,Action,99000
5.8,11168712,Action,33000
6.2,1874460,Action,63000
5.3,10117966,Crime,42000
6.8,3338690,Action,64000
7.4,61487846,Animation,38000
6.1,40662632,Action,96000
6.4,115890699,Biography,105000
6.7,3242802,Comedy,27000
6,187361754,Comedy,91000
5.7,1271319,Crime,19000
6.6,4965950,Comedy,28000
6.1,1378947,Comedy,22000
6.4,3424648,Action,18000
7,35185884,Drama,20000
7.6,2855644,Drama,51000
5.2,26236153,Horror,54000
6.9,15395087,Drama,40000
5.4,183954145,Animation,32000
5.6,4627375,Drama,13000
6.1,2435325,Drama,31000
5.6,3822241,Drama,6700
5.8,2037,Drama,1900
5.9,159197038,Animation,43000
6.7,,Biography,31000
6.6,7294800,Drama,48000
6.7,3102666,Action,5200
6,1742215,Drama,9700
7.1,11789613,Comedy,53000
7.7,11219667,Drama,41000
4.4,82686066,Action,26000
7.6,676111,Drama,31000
7.9,2099472,Crime,44000
5.3,69721966,Comedy,53000
6.8,95943453,Drama,23000
8,1518815515,Action,1300000
8.4,426074373,Drama,1400000
7.8,1017003568,Adventure,773000
7.2,694394724,Action,862000
8.4,1081142612,Action,1600000
7.1,115350426,Comedy,285000
6.2,88215156,Comedy,132000
8.3,15843274,Drama,297000
7,403354469,Adventure,578000
7.8,68264022,Comedy,327000
7.6,198087212,Drama,208000
7.7,232325503,Biography,585000
5.5,829747654,Adventure,236000
7,218340595,Action,317000
7.4,132820716,Drama,280000
7.4,130482868,Action,349000
7.7,1108569499,Action,642000
7.9,33384127,Drama,475000
6.9,757930663,Action,571000
7.6,441809770,Drama,315000
7.7,236412453,Comedy,675000
6.1,396592829,Action,278000
7.2,28258060,Drama,160000
7.4,176506819,Action,545000
6.2,37930465,Crime,137000
7.3,161772375,Drama,334000
7.2,201585328,Action,521000
6.9,549368315,Comedy,580000
6.8,82515113,Horror,229000
6.3,156491279,Action,179000
5.5,57719093,Comedy,94000
7.3,275293450,Biography,250000
7.1,538983207,Animation,383000
7.3,47052899,Crime,253000
7.1,41037742,Action,260000
6.2,245527149,Comedy,252000
6.6,284139100,Action,260000
5.8,303025485,Action,240000
6.1,167739961,Comedy,134000
7.1,358375603,Animation,232000
7.3,55404207,Crime,232000
5.3,32170399,Crime,138000
6.3,160112671,Action,148000
3.7,8518634,Comedy,41000
6.7,208076205,Action,211000
6.7,11681781,Adventure,109000
7.1,2362019,Drama,15000
6.6,276144750,Action,290000
5.9,116471580,Action,151000
7.7,471222889,Animation,390000
6.2,198467168,Action,244000
6.6,102731865,Comedy,193000
6.7,234989584,Comedy,206000
5.6,23812816,Comedy,74000
6.5,82966152,Crime,126000
7.9,609016565,Adventure,594000
6.6,68929150,Drama,95000
5.4,240159255,Action,136000
6.8,624026776,Action,342000
5.8,335260290,Action,96000
7.2,32226382,Comedy,246000
5.9,59418613,Comedy,75000
6.4,179379533,Comedy,286000
5.7,68267862,Comedy,123000
6.6,314975955,Action,296000
7,4424699,Comedy,122000
7,126636097,Adventure,243000
5.4,50950296,Action,74000
7.6,55078146,Action,233000
5.7,301970083,Action,184000
7.4,32613173,Drama,172000
6.4,348840316,Animation,102000
6.6,47636031,Action,147000
6.3,77229695,Animation,23000
6.5,99357138,Drama,103000
7.3,306941670,Animation,161000
6.8,4552970,Biography,72000
6.1,2631275,Horror,36000
6.5,828284,Drama,42000
7.5,9058065,Comedy,78000
6.8,746921274,Animation,168000
6.2,54169363,Comedy,96000
5.6,44287131,Drama,74000
7.2,10656155,Biography,42000
6.4,128955898,Drama,177000
5.1,54819301,Comedy,30000
6.5,96070507,Comedy,45000
6.8,196114570,Drama,187000
6.3,376152455,Action,294000
6.4,592116,Crime,33000
7.5,25807712,Drama,65000
6.4,20014680,Drama,32000
6.1,16816647,Action,35000
6.5,82499399,Action,67000
5.3,713616,Adventure,22000
6.1,9617377,Adventure,40000
5.7,21947209,Action,48000
4.4,10578643,Comedy,54000
5.9,19767535,Action,43000
6.8,92654,Comedy,68000
6.5,877244782,Animation,197000
5.8,1944287,Horror,58000
6,1048704,Horror,20000
5.6,183018522,Adventure,85000
4.8,8315,Drama,10000
6.8,27039669,Biography,73000
5.2,1544989,Horror,28000
6.4,140470746,Drama,55000
7.2,9368803,Comedy,97000
7.2,977671,Comedy,85000
5.8,3783865,Crime,37000
5.9,85446075,Horror,58000
5,55362705,Action,61000
6.5,41564670,Action,106000
6.4,245027,Comedy,15000
5.2,34618867,Action,33000
7.9,29664140,Drama,95000
5.7,84384002,Comedy,71000
6.8,48963137,Drama,61000
6.4,73100172,Action,87000
6.1,9929706,Horror,47000
6.4,141951,Comedy,37000
6.3,73244881,Comedy,86000
6.7,7396,Comedy,9800
7,107139399,Animation,96000
6.4,96262212,Action,119000
6.2,14107313,Drama,59000
6.6,35485056,Drama,51000
5.4,20546518,Action,61000
5.1,7029095,Crime,45000
6.1,104907746,Comedy,126000
6.9,81493846,Animation,101000
7.5,14758997,Biography,45000
5.7,41863726,Comedy,36000
6.5,5072654,Comedy,54000
6.3,1946254,Crime,39000
5.7,1581252,Horror,26000
7,15950164,Drama,76000
7.7,5990754,Drama,40000
6.4,3499442,Comedy,27000
6.9,146222,Drama,7200
7,13090471,Comedy,24000
5,1402307,Action,20000
6.6,11039031,Drama,37000
7.3,21107746,Adventure,82000
5.9,50365498,Action,34000
7.4,16190771,Drama,31000
4.9,16863583,Action,36000
4.1,11350665,Horror,19000
5.9,2801166,Drama,28000
6.1,32948113,Action,96000
7.1,7942116,Biography,31000
5.3,38084162,Action,41000
5.3,12128575,Comedy,46000
4.8,1577272,Comedy,11000
8.1,459234,Mystery,59000
6,119772232,Comedy,25000
6.4,29699345,Crime,83000
6.7,1150681,Comedy,37000
5.5,17415418,Action,44000
7.2,22842887,Adventure,47000
4.6,142802657,Horror,63000
6.8,59520298,Comedy,19000
5.8,131208,Drama,3200
5.7,30962335,Comedy,29000
6.4,22187813,Drama,70000
6.4,6202879,Drama,13000
6.6,56012642,Comedy,46000
6.5,31083599,Action,111000
6,636399,Drama,4400
7.5,3428048,Drama,74000
6.5,2122909,Adventure,27000
6.7,123054041,Animation,46000
5,38390020,Horror,65000
6.6,3640975,Comedy,30000
7.2,5277766,Crime,40000
6.3,114281051,Comedy,42000
7.1,12558931,Comedy,42000
4.7,23589,Comedy,18000
7.2,712216,Action,20000
6.1,7708312,Action,19000
5.2,92748,Comedy,9700
8.1,4490134,Comedy,78000
5.4,9374932,Crime,18000
7,9166865,Comedy,7400
5.9,22044277,Comedy,41000
7,562878,Drama,11000
5.9,74939189,Animation,25000
6.9,2176576,Drama,14000
7.1,5341221,Comedy,16000
6.3,1674776,Drama,11000
6,1386088,Comedy,16000
6.5,24740061,Biography,19000
7.4,2711379,Drama,27000
4.2,101758490,Horror,35000
6.3,2724695,Comedy,14000
5.4,11417362,Adventure,14000
6.2,6366835,Drama,8200
7,123821,Comedy,18000
7.1,4806423,Comedy,63000
8.2,392000694,Biography,1200000
7.1,1214811252,Action,779000
7.5,320290989,Horror,464000
8.1,122126687,Crime,625000
6.8,644783140,Action,618000
5.7,89328627,Horror,209000
5.4,246984278,Comedy,144000
7,788680968,Action,377000
7.7,723192705,Drama,784000
7.8,87100449,Comedy,317000
7.8,959007513,Adventure,615000
7,668045518,Action,721000
6.3,5866389,Drama,134000
7.7,19465835,Drama,142000
7.3,7609187,Comedy,94000
8,48517427,Drama,559000
7.1,86758912,Action,335000
7,269994119,Comedy,415000
6.5,60795985,Action,259000
7.4,1281508100,Animation,585000
7.2,353642274,Drama,494000
7.2,251171807,Crime,458000
5.3,12666449,Adventure,41000
8.1,96983009,Action,446000
7.2,743559645,Animation,332000
6.5,39439355,Comedy,232000
7.2,351723989,Crime,612000
7,286168572,Action,495000
5.7,173965010,Comedy,128000
6.9,13551156,Drama,119000
7.7,467365246,Action,468000
7.5,865011746,Action,626000
6.5,48449416,Action,113000
4.3,32443111,Comedy,101000
7,540455876,Action,618000
8.1,187733202,Biography,657000
5.8,375740705,Action,176000
8,55736588,Biography,455000
7.3,188133322,Adventure,300000
6.9,411002906,Action,475000
7.2,587205319,Animation,199000
6.6,126041322,Comedy,391000
7.4,26474920,Comedy,143000
6.3,93492844,Comedy,193000
6.6,286140700,Action,426000
6.1,226349749,Action,198000
7.8,218791811,Adventure,432000
6.5,97542952,Horror,160000
6.3,205366737,Action,211000
6.9,3468224,Drama,175000
6.5,170270201,Action,263000
7.5,154802912,Action,272000
6.3,493311825,Adventure,201000
6.4,87305549,Action,205000
5.7,5186767,Action,71000
6.8,15661554,Action,110000
7.2,139745,Drama,115000
6.6,125544024,Action,228000
6.3,173649931,Comedy,172000
7,46091271,Comedy,266000
6.8,12077441,Drama,105000
5.9,95396573,Action,129000
6.2,146428180,Fantasy,172000
6.4,98337295,Action,157000
5.3,304654182,Action,201000
6.7,137328301,Action,232000
6.7,414828246,Action,439000
4.8,47340586,Horror,47000
7.3,970766005,Animation,377000
6.3,151783839,Action,152000
6.2,1575749,Drama,33000
5.6,17496820,Action,76000
6.8,116980662,Comedy,223000
5.8,199850315,Adventure,113000
7.3,99104804,Comedy,195000
6.7,4934725,Drama,88000
6.7,97594140,Drama,106000
6.7,105200903,Action,209000
7.2,74188937,Comedy,87000
7.1,5090608,Drama,140000
7.9,20994648,Drama,146000
6.7,9757417,Drama,33000
7.4,65652908,Comedy,147000
6.5,44459951,Horror,120000
6.8,291239,Drama,16000
5.3,71009334,Crime,98000
6.2,46922566,Action,118000
6.7,68572631,Crime,115000
3.5,78378744,Comedy,67000
5.6,78324220,Action,123000
7.5,32960249,Comedy,144000
5.8,3909596,Comedy,38000
5.9,84790678,Drama,135000
6.4,260502115,Action,225000
5.9,63365859,Action,112000
6.4,282570682,Animation,88000
6.8,8526288,Comedy,73000
6.7,131940411,Action,201000
7,25288872,Comedy,60000
7.1,63414135,Crime,183000
6.6,229930771,Action,165000
6.6,161919318,Horror,160000
6.2,12671109,Action,68000
7.3,16607575,Biography,29000
6.5,3875442,Comedy,80000
4.8,243611982,Action,194000
7.2,177313795,Biography,111000
5.7,10639616,Action,109000
6.6,148075565,Action,163000
6.5,2566435,Action,19000
7.8,24665023,Drama,83000
6.5,18074539,Action,65000
7.1,6918591,Comedy,147000
7.5,97470701,Biography,89000
7.8,20919703,Crime,112000
6.3,48330757,Action,135000
7.1,8417248,Comedy,104000
7,4292517,Comedy,16000
5.7,678604,Horror,28000
8,1645164,Drama,84000
7.5,117867984,Biography,155000
7.5,76586316,Drama,130000
5.8,362000072,Comedy,299000
6.2,1585583,Biography,39000
5.6,20045576,Biography,85000
6.3,78418811,Comedy,113000
7.8,136533257,Animation,77000
5.8,1456675,Comedy,18000
6.1,60052138,Drama,85000
6.9,2431443,Crime,46000
6.4,53120346,Comedy,76000
5.7,175755,Comedy,10000
6.4,44907260,Comedy,59000
5.7,239258712,Animation,43000
6.4,274325949,Animation,94000
6.2,197687603,Adventure,134000
7.1,993313,Crime,69000
6.7,268426634,Animation,101000
6.3,27858103,Horror,73000
7.7,27682872,Adventure,114000
7.1,1501595,Adventure,79000
8.2,17551296,Biography,63000
6.9,20275812,Drama,44000
6.9,24261569,Crime,111000
6.2,34737199,Action,78000
6.1,1486506,Comedy,46000
6.9,13627519,Action,78000
6.5,1257142,Drama,22000
6.3,2624761,Drama,27000
6.8,10900434,Biography,12000
6.6,73906736,Action,32000
5.9,27437881,Comedy,71000
6.3,2313509,Comedy,20000
5.6,46522137,Comedy,48000
6.5,1877924,Biography,36000
6.4,57824674,Action,85000
5.3,347545360,Animation,39000
6.6,134409025,Comedy,130000
7.5,17385830,Biography,78000
6.2,919591,Drama,28000
6.5,151826547,Comedy,90000
7.6,100129872,Biography,96000
3.8,270185,Drama,11000
6,42128352,Biography,95000
6.4,125687,Action,68000
6.6,5952884,Drama,31000
5.7,29128433,Comedy,36000
7.4,3025189,Crime,44000
5.8,48065672,Comedy,73000
7.5,506303,Drama,5300
5.8,2966268,Drama,11000
5.6,62675095,Crime,61000
5,60159584,Comedy,45000
8,24706166,Animation,41000
6.5,1662515,Comedy,48000
7.2,30991781,Drama,40000
6.5,925762,Action,29000
6.7,587174,Drama,32000
6.4,1412181,Drama,15000
6.3,97195,Drama,12000
6.1,652228,Crime,8000
5.7,17056265,Drama,36000
7.7,12673462,Drama,46000
6.4,500207,Drama,14000
6,805574,Horror,37000
5.6,123854,Action,20000
6.5,758754,Animation,18000
6.2,9058564,Biography,40000
7.4,11156836,Drama,55000
5.8,8366493,Comedy,14000
7.2,5853509,Adventure,29000
6.6,7804337,Comedy,48000
6.7,3114953,Comedy,31000
6.4,1031243,Crime,21000
6.1,5464885,Action,36000
6.8,2891812,Crime,49000
7.8,11621777,Drama,52000
7.6,31673928,Action,21000
6.4,443990,Action,28000
4.4,11806432,Action,23000
8,773350147,Action,1100000
8.6,701729206,Adventure,1600000
7.4,86081711,Action,565000
7.9,370541256,Action,620000
8.1,369330363,Drama,893000
7.7,714421503,Action,764000
8.1,172945750,Adventure,734000
8.5,49396747,Drama,749000
7.7,414351546,Action,607000
7.7,36869414,Drama,493000
6.6,288885818,Action,435000
7.8,47398992,Crime,486000
7.4,962182865,Adventure,487000
7.2,192330738,Action,344000
6.8,348319861,Action,431000
6.4,458863600,Action,460000
7.3,48428048,Adventure,202000
7.7,7253160,Comedy,164000
8,233555708,Biography,707000
7.6,211822697,Action,442000
7.9,746045700,Action,673000
7.5,4942449,Action,262000
6.4,111928365,Action,143000
7.7,103215094,Comedy,594000
6.8,21947454,Horror,217000
6.5,127994610,Comedy,124000
6,244819862,Action,149000
7.4,84419388,Crime,183000
5.3,136853506,Comedy,35000
6.4,524976069,Action,394000
6.5,66980456,Drama,114000
6.2,337580051,Action,286000
7.3,547426372,Action,451000
7.2,25574387,Comedy,127000
7.8,657869686,Animation,423000
6.6,708982323,Action,427000
7,758411779,Action,353000
5.9,212902372,Adventure,135000
7.2,161459297,Action,155000
7.7,468060692,Animation,331000
6.6,755356711,Action,424000
5.3,1882074,Comedy,48000
6.2,363204635,Adventure,111000
7.7,307166834,Drama,352000
6.2,41898409,Horror,83000
5.4,257579282,Horror,147000
7.9,48137666,Drama,341000
7.7,123726688,Biography,417000
6.1,214657577,Action,173000
6.5,11782625,Action,313000
7.1,18658381,Crime,146000
5.6,1104054072,Action,302000
6.7,14710975,Comedy,97000
6.3,270665134,Comedy,294000
6.8,10312540,Drama,203000
5.1,126069509,Comedy,109000
6,196710396,Comedy,133000
8.1,30642704,Comedy,184000
7.1,52501541,Adventure,123000
7,19206513,Biography,137000
6.7,2700051,Action,95000
5.8,485004754,Action,203000
6.1,242688965,Action,219000
7,331333876,Action,354000
7.6,710644566,Action,419000
6.5,39407616,Action,155000
5.7,71416730,Action,41000
5.5,15642346,Action,53000
6.1,156706638,Comedy,127000
5.7,24343,Drama,25000
5.6,169837010,Comedy,131000
6.8,462875,Comedy,54000
7.8,621537519,Animation,313000
5.7,359200044,Action,246000
6.5,58834384,Action,115000
6.4,203277636,Action,165000
6.3,498781117,Animation,83000
5.5,114178613,Action,74000
6,268175631,Action,162000
6.1,87189756,Comedy,181000
5.7,22126842,Action,61000
7.2,282377683,Animation,103000
6.9,222809600,Action,254000
6.7,38609668,Drama,68000
6.3,107645357,Comedy,162000
6.6,41296320,Comedy,75000
5.8,161502194,Action,66000
6.7,373515621,Animation,83000
6.2,135503748,Action,126000
8.1,13156856,Drama,53000
7.3,5874883,Biography,27000
5.7,485544,Action,24000
7.3,99783556,Animation,66000
6.7,2193474,Horror,47000
6.3,39661919,Action,65000
6.3,217124280,Action,184000
5.5,62882090,Horror,71000
7.4,481234,Drama,119000
6.2,103039258,Action,220000
6.3,34718173,Drama,42000
6.4,10970,Comedy,18000
6.4,17669776,Drama,75000
7.4,3396345,Biography,28000
6.2,87937815,Action,73000
8,6566916,Action,117000
6,326479141,Action,183000
5.5,117831631,Action,108000
5.9,101807,Action,22000
6.2,154468902,Action,106000
6.1,45640143,Comedy,99000
6.6,3819421,Drama,32000
6.4,4070789,Adventure,36000
6.7,1705908,Comedy,31000
6.4,138224951,Action,129000
7,12007070,Action,68000
8.1,100370104,Comedy,169000
6.5,10084623,Drama,22000
6.3,11020402,Mystery,53000
6.8,36233517,Crime,74000
5.7,4381603,Horror,23000
6.1,2595622,Drama,64000
7.3,89514453,Comedy,79000
6.9,14618727,Drama,16000
6.2,4510934,Comedy,39000
6.7,78274843,Drama,118000
6.1,6034851,Comedy,25000
7.2,3062178,Action,53000
7.5,44779195,Drama,129000
6.2,53260230,Action,90000
6.7,49970,Horror,26000
7.4,28641776,Biography,37000
7,29253166,Biography,88000
5.1,17534314,Drama,10000
7,38176317,Drama,73000
7.5,66787908,Biography,88000
6.8,3485383,Crime,51000
7,38483455,Biography,44000
7.1,596933,Comedy,37000
6.8,67647013,Biography,33000
6,8122990,Comedy,52000
6.8,29824199,Drama,56000
5.8,25419147,Comedy,13000
4.7,25358716,Comedy,20000
6.1,39280992,Crime,68000
6.4,2433850,Drama,36000
5.1,76801179,Action,79000
6.4,80383113,Adventure,33000
6.4,492332,Comedy,67000
6.4,660241,Action,27000
7,5578519,Biography,42000
3.1,27405896,Action,38000
6.2,100654149,Comedy,42000
7.2,54837234,Comedy,98000
4.2,61279452,Action,53000
6.9,5218973,Biography,45000
6,86165646,Drama,33000
6.7,1363964,Action,37000
4.7,64676349,Drama,41000
6.2,30800231,Drama,53000
7.7,34949567,Animation,35000
6.8,275698039,Animation,65000
4.9,100375432,Comedy,49000
5.4,7455398,Action,32000
6.4,7257942,Comedy,32000
6.4,2510007,Action,46000
7.3,4094339,Comedy,51000
7.3,9016922,Drama,46000
5.7,615500,Drama,17000
6.5,51029361,Comedy,66000
8.1,4190884,Animation,54000
7,6337728,Adventure,46000
5.1,17835162,Horror,20000
4.8,54985,Action,17000
6.6,15071,Comedy,24000
5.6,54323210,Thriller,20000
7.6,4439481,Crime,51000
5.4,5092129,Drama,28000
6.5,185147,Drama,12000
6,721143,Biography,4900
6.7,5670776,Comedy,37000
7,1897363,Comedy,76000
6.9,33448971,Biography,23000
6.9,31972096,Drama,40000
4.5,103687316,Horror,50000
5.8,101982712,Biography,26000
6.3,18117839,Comedy,48000
8.1,4018705,Drama,48000
6.4,469701,Drama,27000
6.1,4633961,Comedy,25000
7.4,16887741,Drama,57000
5.8,70181428,Comedy,20000
6.8,84417,Crime,7100
6,73922,Drama,6500
6,146965787,Animation,17000
6.4,26117471,Comedy,26000
7.1,1828232,Drama,32000
6.6,21833967,Drama,12000
6.7,4728401,Drama,28000
5.7,1012804,Comedy,2800
6.4,2379154,Comedy,43000
8.1,375658750,Action,912000
7.3,1402809540,Action,777000
6.5,74679822,Drama,136000
7.1,1515341399,Action,370000
7.8,156480177,Crime,539000
7.3,519311965,Action,595000
4.1,569651467,Drama,304000
7.6,84872444,Action,386000
6.9,40423945,Drama,218000
7.8,133440870,Biography,381000
7,1670516444,Action,593000
8,532950503,Action,729000
8,630162448,Adventure,783000
8.1,35401758,Drama,386000
8.1,858848019,Animation,641000
8.1,98690254,Biography,435000
6.1,27262374,Action,87000
7.3,107045109,Action,286000
6.3,440603537,Action,264000
6.9,542358331,Drama,165000
7.8,2069521700,Action,876000
7.2,15509546,Comedy,230000
6.8,880681519,Action,393000
5.6,4289074,Drama,40000
6.9,42972994,Biography,164000
6.8,102811889,Action,235000
4.9,5567103,Drama,87000
6.9,93920758,Action,128000
6.1,615816,Comedy,11000
7.1,194564672,Comedy,231000
6.6,658344137,Action,297000
7.1,203427584,Action,205000
5.4,19652057,Action,56000
7,235666219,Action,234000
4.2,167882881,Action,156000
7.4,682716636,Action,350000
6.2,98450062,Horror,119000
6.1,107228221,Adventure,103000
7.6,173567581,Drama,254000
7.2,65663276,Drama,160000
6.9,99775678,Biography,171000
6.6,158762963,Comedy,226000
6.6,386041607,Animation,95000
5.3,183887723,Action,182000
5.8,1767963,Biography,6700
6.4,1159444662,Animation,218000
6.4,287144079,Comedy,146000
6.1,473990832,Action,219000
6.2,140795793,Comedy,132000
6.4,209035668,Action,175000
7.6,165478348,Drama,295000
7.1,64191523,Biography,170000
6.2,297002527,Action,223000
7.8,201634991,Biography,185000
7.2,40272135,Drama,120000
6.8,54418872,Action,81000
4.7,52425855,Thriller,40000
7.4,91970827,Action,223000
7.1,25003426,Comedy,56000
6.3,312296056,Action,230000
6.4,34930177,Drama,620
6,146936910,Action,98000
7,3769214,Horror,112000
6.6,36606743,Comedy,110000
6.7,332207671,Animation,106000
7.1,30229977,Drama,47000
6.6,354835,Drama,100000
7,58980521,Drama,145000
5.3,133718711,Action,60000
6,111711453,Comedy,127000
5.7,82347656,Action,87000
6.6,49263404,Comedy,77000
7.2,34441873,Biography,160000
6.3,16137046,Action,47000
6.7,16810562,Action,90000
6.6,101134059,Biography,131000
5.8,29674699,Biography,52000
7.5,62402155,Drama,135000
7.3,23459358,Comedy,74000
6.5,31807156,Action,93000
6.3,215863606,Comedy,191000
5.7,128388320,Adventure,62000
5.5,244874809,Action,135000
7,4366460,Comedy,93000
6.6,16322067,Drama,54000
6.2,242786137,Comedy,112000
6.6,71561644,Action,105000
6.4,607595,Action,52000
5.6,117813057,Comedy,53000
6.5,43709744,Comedy,87000
7.5,11430025,Biography,78000
6.7,474800000,Animation,113000
5.7,1026288,Drama,26000
6.9,663114,Biography,40000
7.1,62944815,Drama,79000
6,34227298,Drama,54000
6.1,112983889,Horror,97000
6.3,158261424,Adventure,83000
5.4,26250020,Comedy,64000
8,24548038,Action,107000
6.4,7545758,Drama,28000
6.6,79799880,Comedy,72000
6,105011053,Comedy,64000
6.3,34854990,Crime,46000
6.6,27391084,Comedy,60000
5.6,6738764,Action,53000
6.2,85512300,Adventure,98000
6.7,41387687,Biography,27000
6,325186032,Animation,51000
6.5,12951093,Crime,68000
6.7,12975143,Action,35000
7.7,30692889,Comedy,50000
7.7,90777,Drama,76000
7.7,9074749,Comedy,126000
6.5,3224947,Comedy,42000
7.1,48623572,Biography,89000
6.9,1775133,Comedy,30000
7.6,5274664,Drama,37000
7.3,61181942,Action,123000
7.1,828874,Comedy,28000
6.4,37461274,Adventure,26000
5.3,53329150,Horror,50000
6.7,3778938,Drama,4500
7.3,5659286,Animation,68000
5.9,38348,Horror,20000
6.4,422746,Comedy,22000
8.2,,Crime,75000
5,30810658,Action,13000
7.3,61619773,Biography,56000
7.4,46152800,Biography,88000
7.3,35259653,Action,81000
6.6,85978292,Comedy,32000
6.2,282083,Comedy,6800
4.9,95437994,Horror,56000
6.3,5425148,Comedy,12000
6.2,11122090,Drama,37000
5.8,92166,Drama,20000
6.7,7205073,Comedy,15000
7.3,11350917,Action,32000
5.3,3334927,Drama,19000
5.5,47275717,Action,69000
6.7,7452512,Comedy,7100
5.6,1663165,Drama,43000
6.4,33213241,Drama,77000
5.7,17671101,Crime,38000
6.3,5261595,Biography,65000
7.2,12252684,Biography,53000
5.2,72629670,Action,40000
6,381839,Drama,29000
6.1,2084628,Drama,29000
7.2,17986781,Adventure,82000
7.8,3169553,Drama,38000
5.2,51380201,Action,49000
6.2,61548707,Comedy,66000
8,121126188,Action,79000
6.3,108846,Drama,7200
5.8,24177137,Action,40000
6.4,52395996,Comedy,68000
4.8,4842699,Drama,3500
6.4,5497104,Drama,27000
7.1,157029618,Action,51000
7.4,45710059,Biography,36000
5.8,13603453,Animation,10000
7.1,246233113,Animation,43000
5.5,3394174,Comedy,11000
6.1,906995,Drama,15000
5,234798636,Animation,18000
5.2,38356892,Horror,42000
5.8,42426912,Comedy,22000
6.9,27972023,Biography,37000
7.7,97571250,Animation,58000
6.6,1160724,Drama,12000
4.3,42964410,Horror,20000
6.1,121827,Drama,9700
5.9,35275,Horror,17000
6.7,4765472,Comedy,11000
6.5,87768,Action,7300
6.9,1295574,Action,44000
7.3,3072991,Biography,29000
6.3,143658,Crime,31000
6.6,1505434,Drama,4900
4.2,2333684,Adventure,7500
6.8,98932,Drama,4400
5.4,2801508,Action,6500
6.1,8527658,Comedy,21000
5.4,14431253,Comedy,33000
